../zymo/data/2018-03-09/1 ../zymo/data/2018-03-09/2 ../zymo/data/2018-03-09/3 ../zymo/data/2018-03-09/4 ../zymo/data/2022-02-18/Bpoop ../zymo/data/2022-02-18/Beauty ../zymo/data/2022-04-19/bvomit ../zymo/data/2022-07-11/bgood ../zymo/data/2022-08-19/brown ../zymo/data/2022-10-07/soil829 ../zymo/data/2023-10-25/Annie.2.US01120093 ../zymo/data/2023-10-25/Daisy.1..US01119673 ../zymo/data/2023-10-25/Happy.3.US01120297 ../zymo/data/2023-10-25/Rocky.4..US01120255 key_0 key_1 key_2 key_3 key_4 key_5 key_6
0 0 0 0 0 0 54 0 0 0 0 0 13 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32408_1
0 0 0 0 0 0 0 0 0 0 13 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Corynebacteriaceae g__Corynebacterium s__freiburgense_2
0 0 0 0 0 0 0 0 0 0 0 13 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35703
0 0 0 0 0 0 0 0 0 0 0 0 13 0 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Acidaminococcaceae g__Megamonas s__funiformis_1
0 0 0 0 0 0 0 0 0 0 0 13 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Peptoclostridium s__sp34340_1
0 0 0 0 0 0 0 0 0 0 0 13 0 0 None p__mjm_pad_12 c__mjm_pad_13 o__mjm_pad_14 f__mjm_pad_15 g__mjm_pad_16 s__mjm_pad_17
0 0 0 0 0 0 0 0 0 0 0 13 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium s__hiranonis_2
0 0 0 0 0 54 0 0 0 0 0 0 13 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__coleocanis_1
0 0 0 0 0 297 61 0 0 0 0 0 0 14 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_1
0 0 0 0 0 0 0 0 0 0 0 14 0 0 None p__mjm_pad_18 c__mjm_pad_19 o__mjm_pad_20 f__mjm_pad_21 g__mjm_pad_22 s__mjm_pad_23
0 0 0 0 0 0 0 0 0 0 0 14 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Peptoclostridium s__sp34340_2
0 0 0 0 0 0 0 0 0 0 0 0 14 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__coprocola_1
0 0 0 0 0 63 0 0 0 0 0 0 14 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XI g__Parvimonas s__micra
0 0 0 0 0 0 0 0 0 0 0 0 14 0 k__Bacteria p__Chloroflexi c__Anaerolineae o__Anaerolineales f__Anaerolineaceae g__NA s__sp20572_1
0 0 0 0 0 0 0 0 0 0 0 0 15 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_2
0 0 0 0 0 0 0 0 0 0 0 15 0 0 None p__mjm_pad_24 c__mjm_pad_25 o__mjm_pad_26 f__mjm_pad_27 g__mjm_pad_28 s__mjm_pad_29
0 0 0 0 0 0 0 0 0 0 0 0 15 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_3
0 0 0 0 0 46 48 0 0 0 0 0 0 15 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__coleocanis_2
0 0 0 0 0 64 19 0 0 0 0 0 16 0 k__Bacteria p__Synergistetes c__Synergistia o__Synergistales f__Synergistaceae g__Fretibacterium s__sp67106_1
0 0 1173 0 95 0 0 0 110 0 0 16 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__vulgatus_1
0 0 0 0 0 0 0 0 0 0 0 0 16 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Micrococcales f__Microbacteriaceae g__Leucobacter s__sp6734
0 0 0 0 0 16 0 0 0 0 0 0 0 16 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33411
0 0 0 0 0 0 0 0 0 0 0 0 17 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__oricola
0 0 0 0 0 0 0 0 0 0 0 0 17 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32443_1
0 0 0 0 0 0 0 0 0 0 0 17 0 0 None p__mjm_pad_30 c__mjm_pad_31 o__mjm_pad_32 f__mjm_pad_33 g__mjm_pad_34 s__mjm_pad_35
0 0 0 0 0 125 79 0 0 0 0 0 17 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_4
0 0 0 0 0 0 0 0 0 0 0 0 17 0 k__Bacteria p__Saccharibacteria c__NA o__NA f__NA g__NA s__sp66034
0 0 0 0 0 0 0 0 0 0 0 17 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Enterobacteriales f__Enterobacteriaceae g__Enterobacter s__NA_1
0 0 0 0 0 0 0 0 0 0 0 18 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Peptoclostridium s__sp34340_3
0 0 0 0 0 27 0 0 0 0 0 0 18 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__bowdenii
0 0 0 0 0 0 0 0 0 0 0 18 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33716
0 0 0 0 0 424 437 0 0 0 0 0 19 0 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Family_XI g__Gemella s__palaticanis
0 0 0 0 0 36 31 0 0 0 20 0 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__cameli
0 0 0 0 0 63 182 0 0 0 0 0 0 20 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_5
0 0 0 0 0 0 0 0 0 0 0 0 20 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Corynebacteriaceae g__Corynebacterium s__mustelae
0 0 0 0 0 0 0 0 0 0 0 0 20 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp32496-sp33650
0 0 0 0 0 0 0 0 0 0 0 21 0 0 None p__mjm_pad_36 c__mjm_pad_37 o__mjm_pad_38 f__mjm_pad_39 g__mjm_pad_40 s__mjm_pad_41
0 0 0 0 0 522 175 0 0 0 0 0 22 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__coleocanis_3
0 147 0 0 0 0 0 0 29 0 0 0 0 22 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__NA g__Sarcina s__ventriculi
0 0 0 0 0 93 0 0 0 0 0 0 11 11 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__minor
0 0 0 0 0 0 0 0 21 0 0 0 22 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Lactobacillaceae g__Lactobacillus s__algidus
0 0 0 0 0 0 0 0 0 0 0 0 0 23 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Anaerotruncus s__sp34468-sp34473
0 0 0 0 0 0 0 0 0 0 24 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_6
0 0 0 0 0 0 0 0 0 0 0 0 0 24 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__cardiffensis_1
0 0 0 0 0 543 121 0 0 0 0 0 24 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__NA g__NA s__NA
0 0 0 0 0 137 93 0 0 0 0 0 25 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Christensenellaceae g__NA s__sp30336_1
0 0 0 0 0 130 0 0 0 0 14 0 0 12 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_7
0 0 0 0 0 0 102 0 0 0 0 0 27 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__fryi_1
0 0 0 0 0 0 0 0 0 0 0 28 0 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Turicibacter s__sanguinis_1
0 0 0 0 0 563 222 0 0 0 0 0 28 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XI g__Parvimonas s__sp31283_1
0 0 0 0 0 0 0 0 0 0 0 28 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33656_1
0 0 0 0 0 0 0 0 0 0 0 0 29 0 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Staphylococcaceae g__Macrococcus s__caseolyticus-equipercicus
0 0 0 0 0 0 0 0 0 0 0 0 30 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32364_1
0 141 587 0 0 0 0 0 0 0 0 30 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__plebeius_1
0 0 0 0 0 143 0 0 0 0 0 0 30 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__sp4762_2
0 0 0 0 0 0 0 0 0 0 31 0 0 0 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__mortiferum_1
0 0 0 0 13 0 0 0 22 0 32 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32369
0 0 0 0 0 0 0 0 0 0 0 0 32 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32364_2
0 0 0 0 0 0 0 0 0 0 32 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33275
0 0 0 0 0 0 0 0 0 0 0 32 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium s__perfringens_1
0 0 0 0 0 0 0 0 0 0 0 0 32 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__NA s__sp62273_1
0 0 0 0 0 0 0 0 0 0 0 0 33 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32424_1
0 0 0 0 0 0 0 0 0 0 0 34 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33422_1
0 0 0 0 0 0 0 0 0 0 0 0 35 0 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__mortiferum_2
0 0 0 0 0 0 0 0 0 0 0 35 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35103_1
0 22 28 0 21 0 0 15 39 0 0 36 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Roseburia s__sp33161-sp33189-sp33275
0 0 0 0 0 0 0 0 0 0 0 36 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35327
0 0 0 0 0 0 0 0 0 30 0 15 22 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium s__tertium
0 0 0 0 0 0 0 0 0 0 0 38 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Romboutsia s__lituseburensis_1
0 0 0 0 0 575 186 0 0 0 17 0 22 0 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Staphylococcaceae g__Staphylococcus s__delphini-intermedius-pseudintermedius_1
0 0 0 0 39 0 0 0 0 0 0 0 40 0 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__sp37458_1
0 0 0 0 0 78 50 0 0 0 20 0 20 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__slackii
0 0 0 0 0 0 0 0 0 0 0 0 43 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33707_1
0 0 0 0 0 385 131 0 0 0 0 0 43 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptococcaceae g__Peptococcus s__sp34120_1
0 0 0 0 0 0 0 0 0 0 0 32 12 0 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Planococcaceae g__Domibacillus s__sp27398
0 0 0 0 0 0 0 0 0 0 0 44 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Enterobacteriales f__Enterobacteriaceae g__Enterobacter s__NA_2
0 0 0 0 0 0 0 0 0 0 0 45 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnospira s__sp32451_1
0 0 0 0 0 0 0 0 0 0 0 45 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__NA g__NA s__NA_1
0 0 0 0 0 0 0 0 0 0 0 45 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Enterococcaceae g__Enterococcus s__faecalis
0 0 0 0 0 0 0 0 0 0 25 21 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32424_2
0 0 0 0 0 0 0 0 0 0 0 0 46 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Peptoclostridium s__sp34340_4
0 0 0 0 0 0 0 66 0 0 0 47 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp32615-sp32802_1
0 0 0 0 0 0 0 0 0 0 0 47 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptococcaceae g__Peptococcus s__sp34119_1
0 0 0 0 0 0 0 0 0 0 48 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33756_1
0 0 0 0 0 0 0 0 0 0 0 0 34 15 k__Bacteria p__Actinobacteria c__Actinobacteria o__Propionibacteriales f__Propionibacteriaceae g__Propionibacterium-Propioniciclava s__sp7795-sp7803
0 0 0 0 0 295 900 0 0 0 0 0 54 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Aerococcaceae g__Abiotrophia s__sp28087_1
0 0 0 0 0 0 0 0 0 0 0 54 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp32166
0 0 0 0 0 0 0 0 0 0 0 54 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32341-sp32430_1
0 0 0 0 0 0 0 0 0 0 0 0 56 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Turicibacter s__sanguinis_2
0 0 0 0 0 0 0 15 96 0 0 56 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32371-sp32374
0 0 0 0 0 0 0 0 0 0 35 0 21 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__sp12209_1
0 0 0 0 0 0 0 0 0 0 0 0 57 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__NA s__sp62273_2
0 0 0 0 0 0 0 0 0 0 0 0 57 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Turicibacter s__sanguinis_3
0 0 0 0 0 0 0 0 0 0 0 0 59 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Turicibacter s__sanguinis_4
106 0 600 0 0 0 0 346 0 0 0 59 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__wadsworthensis_1
0 0 0 0 0 0 0 0 0 0 0 59 0 0 k__Bacteria p__Actinobacteria c__Coriobacteriia o__Coriobacteriales f__Coriobacteriaceae g__Collinsella s__intestinalis-stercoris_1
48 0 50 0 53 0 0 44 61 0 0 61 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35829_2
0 0 0 0 0 0 0 0 0 0 0 48 14 0 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Bacillaceae g__Bacillus s__massilioanorexius
0 0 0 0 12 0 0 154 0 0 0 64 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Enterobacteriales f__Enterobacteriaceae g__Escherichia s__coli
0 0 0 0 0 0 0 0 0 0 0 65 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__NA_1
0 32 0 0 0 0 0 0 0 0 24 0 41 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32424_3
0 55 0 0 0 0 0 0 0 0 0 30 36 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35829_3
0 0 0 0 0 0 0 0 0 0 0 39 0 28 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Erysipelatoclostridium s__sp36616_1
0 0 0 0 0 0 0 0 0 0 0 68 0 0 k__Bacteria p__Proteobacteria c__Epsilonproteobacteria o__Campylobacterales f__Helicobacteraceae g__Helicobacter s__winghamensis
0 0 0 0 0 0 0 0 0 0 68 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Blautia s__sp32042_1
0 0 0 0 0 0 0 0 0 0 0 0 69 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_8
0 0 0 0 0 0 0 69 53 0 0 69 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp32615-sp32802_2
0 0 0 0 0 0 0 52 0 0 70 0 0 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Erysipelatoclostridium s__sp36621_1
0 0 0 0 0 0 0 0 0 0 0 49 0 23 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium s__neonatale
0 90 0 0 226 0 0 0 364 0 73 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__stercoris_1
0 0 0 0 0 0 0 0 0 0 0 74 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32362_1
0 0 0 0 0 0 0 0 0 0 0 76 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32341-sp32430_2
0 0 0 0 0 0 0 0 0 0 0 0 78 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32386_1
0 0 0 0 0 0 0 137 0 0 0 0 0 79 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32341-sp32430_3
0 0 0 0 0 0 0 0 0 0 0 79 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__NA g__NA s__NA_2
0 0 0 0 0 0 0 0 0 0 0 46 33 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium s__celatum-sp30555
0 0 0 0 0 0 19 0 0 0 0 0 79 0 k__Bacteria p__Actinobacteria c__Nitriliruptoria o__Euzebyales f__Euzebyaceae g__Euzebya s__sp10631_1
0 0 0 0 0 0 0 0 0 0 0 81 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35103_2
0 0 0 0 0 0 0 0 0 0 0 0 81 0 k__Bacteria p__Spirochaetae c__Spirochaetes o__Spirochaetales f__Brachyspiraceae g__Brachyspira s__sp66131
0 0 0 0 0 384 458 0 0 0 0 0 82 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__fryi_2
0 0 0 0 0 378 176 0 0 0 13 0 51 18 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__hordeovulneris_1
0 0 0 0 0 335 178 0 0 0 0 0 33 52 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__canis_9
0 0 0 0 81 0 0 0 51 0 0 85 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33656_2
0 0 0 0 0 0 0 0 0 0 0 87 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Howardella s__ureilytica
0 0 0 0 20 0 0 12 0 0 0 87 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp32167
0 0 0 0 0 0 0 0 0 0 0 0 0 89 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__mortiferum_3
0 0 0 0 884 0 0 0 77 0 90 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__stercoris_2
0 0 0 0 0 0 0 0 0 0 0 95 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32341-sp32430_4
0 0 0 0 0 0 0 0 0 0 0 98 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium s__perfringens_2
0 0 0 0 0 0 0 0 0 0 0 41 58 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Romboutsia s__lituseburensis_2
